origin_latitude,origin_longitude,destination_latitude,destination_longitude,distance
-37.721883,-72.242093,-37.494738,-72.689428,65139.0
-37.721883,-72.242093,-36.98703,-73.154185,188402.0
-37.721883,-72.242093,-37.45165,-72.31711,33666.0
-37.721883,-72.242093,-37.585296,-72.530171,32701.0
-37.721883,-72.242093,-36.76041757605908,-73.11913649598887,168067.0
-37.721883,-72.242093,-36.813251,-72.986397,153655.0
-37.721883,-72.242093,-36.58806,-72.109159,145369.0
-37.721883,-72.242093,-36.813446,-72.988075,153785.0
-37.721883,-72.242093,-37.7255,-72.23291,1143.0
-37.721883,-72.242093,-36.865028,-73.140282,174036.0
-37.721883,-72.242093,-36.812021,-72.98557,153521.0
-37.721883,-72.242093,-36.740686,-73.100096,169209.0
-37.721883,-72.242093,-36.768515,-73.070135,165730.0
-37.721883,-72.242093,-36.807167,-73.059194,161731.0
-37.721883,-72.242093,-37.497405,-72.690595,64798.0
-37.721883,-72.242093,-37.171998,-72.941238,115223.0
-37.721883,-72.242093,-36.773099,-73.070813,165045.0
-37.721883,-72.242093,-37.46511,-72.35953,41690.75
-37.721883,-72.242093,-37.724711,-72.243313,704.0
-37.721883,-72.242093,-36.757002,-73.086109,166671.0
-37.721883,-72.242093,-36.817257,-73.056558,161094.0
-37.721883,-72.242093,-36.609129,-72.081673,146566.0
-37.721883,-72.242093,-36.83075,-73.043832,161072.0
-37.721883,-72.242093,-37.506428,-72.676097,63339.0
-37.721883,-72.242093,-37.730837,-72.230996,1834.0
-37.721883,-72.242093,-36.771171,-73.068304,165430.0
-37.721883,-72.242093,-36.623575,-72.145592,140560.0
-37.721883,-72.242093,-36.789249,-73.086064,165853.0
-37.721883,-72.242093,-36.780194,-73.039472,162746.0
-37.721883,-72.242093,-36.817249,-73.005116,155684.0
-37.721883,-72.242093,-36.583027,-72.064305,154068.0
-37.721883,-72.242093,-36.814119,-73.066244,162020.0
-37.721883,-72.242093,-37.72436,-72.25464,1901.0
-37.721883,-72.242093,-36.78114,-73.080702,163967.0
-37.721883,-72.242093,-36.772954,-73.071221,164998.0
-37.721883,-72.242093,-37.016634,-72.988122,150457.5
-37.721883,-72.242093,-36.604363,-72.07464,152087.5
-37.721883,-72.242093,-37.452955,-72.333208,34847.0
-37.721883,-72.242093,-36.972856,-73.160925,187532.0
-37.721883,-72.242093,-36.811893,-72.988571,154184.0
-37.721883,-72.242093,-36.812068,-72.9877,153932.0
-37.721883,-72.242093,-36.593861,-72.109889,144713.0
-37.721883,-72.242093,-36.822218,-73.023208,157412.0
-37.721883,-72.242093,-36.82763,-73.124922,169976.5
-37.721883,-72.242093,-36.741944,-73.089538,168783.0
-37.721883,-72.242093,-36.772319,-73.069426,165171.0
-37.721883,-72.242093,-36.765724,-73.11586,167810.0
-37.721883,-72.242093,-36.773458,-73.068346,165276.0
-37.721883,-72.242093,-37.459261,-72.325544,32175.0
-37.721883,-72.242093,-36.826386,-73.0065,156322.0
-37.721883,-72.242093,-36.81699,-72.998512,156343.0
-37.721883,-72.242093,-36.598015,-72.112228,144241.0
-37.721883,-72.242093,-36.978472,-73.175111,187348.0
-37.721883,-72.242093,-36.948777,-73.155829,184869.0
-37.721883,-72.242093,-36.813056,-72.989,153888.0
-37.721883,-72.242093,-36.81399,-72.98693,153716.0
-37.721883,-72.242093,-37.174398,-72.95592,116224.0
-37.721883,-72.242093,-36.771389,-73.072139,164913.0
-37.721883,-72.242093,-36.9788,-72.964362,151632.5
-37.721883,-72.242093,-37.219722,-72.385389,67466.0
-37.721883,-72.242093,-36.976381,-73.17241,187374.0
-37.721883,-72.242093,-36.608158,-72.113073,143841.0
-37.721883,-72.242093,-36.820135,-73.04439,159541.0
-37.721883,-72.242093,-37.49783,-72.68415,64923.0
-37.721883,-72.242093,-36.781226,-73.080261,164165.0
-37.721883,-72.242093,-36.757782,-73.086693,166510.0
-37.721883,-72.242093,-36.764554,-73.085437,166345.0
-37.721883,-72.242093,-37.488665,-72.286309,33363.0
-37.721883,-72.242093,-36.707021,-72.271667,125196.0
-37.721883,-72.242093,-37.064173,-73.142886,196911.0
-37.721883,-72.242093,-36.852045,-73.132642,171805.0
-37.721883,-72.242093,-36.84693,-73.13719,171809.0
-37.721883,-72.242093,-36.787814,-73.080803,164998.0
-37.721883,-72.242093,-36.971103,-73.168196,186050.0
-37.721883,-72.242093,-36.767422,-73.170858,172123.0
-37.721883,-72.242093,-36.799591,-73.109519,167634.0
-37.721883,-72.242093,-36.77148,-73.071198,165071.0
-37.721883,-72.242093,-36.852506,-73.13176,174222.0
-37.721883,-72.242093,-36.832423,-73.105238,167665.0
-37.721883,-72.242093,-36.821515,-73.027222,157838.0
-37.721883,-72.242093,-36.858627,-73.139144,173070.0
-37.721883,-72.242093,-36.77338,-73.072289,164763.0
-37.721883,-72.242093,-36.613731,-72.075998,146800.0
-37.721883,-72.242093,-36.740205,-73.091431,169006.0
-37.721883,-72.242093,-36.774248,-73.070751,164927.0
-37.721883,-72.242093,-36.768661,-73.075894,165092.0
-37.721883,-72.242093,-36.7834,-73.038287,162968.0
-36.771816,-73.072289,-37.509578,-72.324378,140557.5
-36.771816,-73.072289,-37.721883,-72.242093,168422.0
-36.771816,-73.072289,-36.771816,-73.072289,0.0
-36.771816,-73.072289,-36.76757,-73.170556,10954.0
-36.771816,-73.072289,-36.609082,-72.089984,103444.0
-36.771816,-73.072289,-36.740363,-73.086466,4650.0
-36.771816,-73.072289,-36.819024,-73.015189,12117.0
-36.771816,-73.072289,-36.61102,-72.14123,102903.0
-36.771816,-73.072289,-36.770144,-73.070805,1209.0
-36.771816,-73.072289,-36.781749,-73.04948,7294.0
-36.771816,-73.072289,-36.816597,-73.052815,8287.0
-36.771816,-73.072289,-36.772283,-73.072209,433.0
-36.771816,-73.072289,-36.770272,-73.112648,6381.0
-36.771816,-73.072289,-36.606583,-72.093361,108125.0
-36.771816,-73.072289,-37.588438,-72.522636,144845.0
-36.771816,-73.072289,-36.812569,-72.98646,14553.0
-36.771816,-73.072289,-36.812439,-72.984494,14323.0
-36.771816,-73.072289,-37.50773,-72.65855,112713.0
-36.771816,-73.072289,-36.768983,-73.065041,1037.0
-36.771816,-73.072289,-36.72478,-73.11698,9946.0
-36.771816,-73.072289,-37.064816,-73.143376,39857.0
-36.771816,-73.072289,-36.776402,-73.070793,950.0
-36.771816,-73.072289,-37.494738,-72.689428,108956.0
-36.771816,-73.072289,-36.98703,-73.154185,31266.0
-36.771816,-73.072289,-37.45165,-72.31711,133589.0
-36.771816,-73.072289,-37.585296,-72.530171,144139.0
-36.771816,-73.072289,-36.76041757605908,-73.11913649598887,6905.0
-36.771816,-73.072289,-36.813251,-72.986397,14590.0
-36.771816,-73.072289,-36.58806,-72.109159,102939.0
-36.771816,-73.072289,-36.813446,-72.988075,14720.0
-36.771816,-73.072289,-37.7255,-72.23291,169174.0
-36.771816,-73.072289,-36.865028,-73.140282,16900.0
-36.771816,-73.072289,-36.812021,-72.98557,14456.0
-36.771816,-73.072289,-36.740686,-73.100096,5789.0
-36.771816,-73.072289,-36.768515,-73.070135,1390.0
-36.771816,-73.072289,-36.807167,-73.059194,8495.0
-36.771816,-73.072289,-37.497405,-72.690595,109224.0
-36.771816,-73.072289,-37.171998,-72.941238,59415.5
-36.771816,-73.072289,-36.773099,-73.070813,619.0
-36.771816,-73.072289,-37.46511,-72.35953,133433.0
-36.771816,-73.072289,-37.724711,-72.243313,168317.0
-36.771816,-73.072289,-36.757002,-73.086109,2918.0
-36.771816,-73.072289,-36.817257,-73.056558,8511.0
-36.771816,-73.072289,-36.609129,-72.081673,104136.0
-36.771816,-73.072289,-36.83075,-73.043832,10074.75
-36.771816,-73.072289,-37.506428,-72.676097,111681.0
-36.771816,-73.072289,-37.730837,-72.230996,169654.0
-36.771816,-73.072289,-36.771171,-73.068304,926.0
-36.771816,-73.072289,-36.623575,-72.145592,98130.0
-36.771816,-73.072289,-36.789249,-73.086064,5112.0
-36.771816,-73.072289,-36.780194,-73.039472,8052.0
-36.771816,-73.072289,-36.817249,-73.005116,13695.0
-36.771816,-73.072289,-36.583027,-72.064305,111638.0
-36.771816,-73.072289,-36.814119,-73.066244,7092.0
-36.771816,-73.072289,-37.72436,-72.25464,167018.0
-36.771816,-73.072289,-36.78114,-73.080702,2805.0
-36.771816,-73.072289,-36.772954,-73.071221,572.0
-36.771816,-73.072289,-37.016634,-72.988122,39616.0
-36.771816,-73.072289,-36.604363,-72.07464,109657.5
-36.771816,-73.072289,-37.452955,-72.333208,130599.0
-36.771816,-73.072289,-36.972856,-73.160925,30396.0
-36.771816,-73.072289,-36.811893,-72.988571,15119.0
-36.771816,-73.072289,-36.812068,-72.9877,14867.0
-36.771816,-73.072289,-36.593861,-72.109889,102283.0
-36.771816,-73.072289,-36.822218,-73.023208,10831.0
-36.771816,-73.072289,-36.82763,-73.124922,12840.5
-36.771816,-73.072289,-36.741944,-73.089538,5117.0
-36.771816,-73.072289,-36.772319,-73.069426,297.0
-36.771816,-73.072289,-36.765724,-73.11586,6648.0
-36.771816,-73.072289,-36.773458,-73.068346,402.0
-36.771816,-73.072289,-37.459261,-72.325544,130541.0
-36.771816,-73.072289,-36.826386,-73.0065,11916.0
-36.771816,-73.072289,-36.81699,-72.998512,14390.0
-36.771816,-73.072289,-36.598015,-72.112228,101811.0
-36.771816,-73.072289,-36.978472,-73.175111,30212.0
-36.771816,-73.072289,-36.948777,-73.155829,27733.0
-36.771816,-73.072289,-36.813056,-72.989,14823.0
-36.771816,-73.072289,-36.81399,-72.98693,14651.0
-36.771816,-73.072289,-37.174398,-72.95592,59229.0
-36.771816,-73.072289,-36.771389,-73.072139,39.0
-36.771816,-73.072289,-36.9788,-72.964362,33981.0
-36.771816,-73.072289,-37.219722,-72.385389,101418.0
-36.771816,-73.072289,-36.976381,-73.17241,30238.0
-36.771816,-73.072289,-36.608158,-72.113073,101411.0
-36.771816,-73.072289,-36.820135,-73.04439,8478.0
-36.771816,-73.072289,-37.49783,-72.68415,109856.0
-36.771816,-73.072289,-36.781226,-73.080261,3003.0
-36.771816,-73.072289,-36.757782,-73.086693,2757.0
-36.771816,-73.072289,-36.764554,-73.085437,2925.0
-36.771816,-73.072289,-37.488665,-72.286309,137183.0
-36.771816,-73.072289,-36.707021,-72.271667,95613.0
-36.771816,-73.072289,-37.064173,-73.142886,39775.0
-36.771816,-73.072289,-36.852045,-73.132642,14669.0
-36.771816,-73.072289,-36.84693,-73.13719,14673.0
-36.771816,-73.072289,-36.787814,-73.080803,3836.0
-36.771816,-73.072289,-36.971103,-73.168196,28914.0
-36.771816,-73.072289,-36.767422,-73.170858,10961.0
-36.771816,-73.072289,-36.799591,-73.109519,10498.0
-36.771816,-73.072289,-36.77148,-73.071198,197.0
-36.771816,-73.072289,-36.852506,-73.13176,17086.0
-36.771816,-73.072289,-36.832423,-73.105238,10529.0
-36.771816,-73.072289,-36.821515,-73.027222,10725.0
-36.771816,-73.072289,-36.858627,-73.139144,15934.0
-36.771816,-73.072289,-36.77338,-73.072289,631.0
-36.771816,-73.072289,-36.613731,-72.075998,104370.0
-36.771816,-73.072289,-36.740205,-73.091431,5253.5
-36.771816,-73.072289,-36.774248,-73.070751,795.0
-36.771816,-73.072289,-36.768661,-73.075894,703.0
-36.771816,-73.072289,-36.7834,-73.038287,8320.0
-36.76757,-73.170556,-37.509578,-72.324378,145916.5
-36.76757,-73.170556,-37.721883,-72.242093,173781.0
-36.76757,-73.170556,-36.771816,-73.072289,11379.0
-36.76757,-73.170556,-36.76757,-73.170556,0.0
-36.76757,-73.170556,-36.609082,-72.089984,108455.0
-36.76757,-73.170556,-36.740363,-73.086466,11075.25
-36.76757,-73.170556,-36.819024,-73.015189,17476.0
-36.76757,-73.170556,-36.61102,-72.14123,107914.0
-36.76757,-73.170556,-36.770144,-73.070805,12054.0
-36.76757,-73.170556,-36.781749,-73.04948,12653.0
-36.76757,-73.170556,-36.816597,-73.052815,13646.0
-36.76757,-73.170556,-36.772283,-73.072209,11364.0
-36.76757,-73.170556,-36.770272,-73.112648,6594.0
-36.76757,-73.170556,-36.606583,-72.093361,113136.0
-36.76757,-73.170556,-37.588438,-72.522636,150204.0
-36.76757,-73.170556,-36.812569,-72.98646,19912.0
-36.76757,-73.170556,-36.812439,-72.984494,19682.0
-36.76757,-73.170556,-37.50773,-72.65855,118072.0
-36.76757,-73.170556,-36.768983,-73.065041,11882.0
-36.76757,-73.170556,-36.72478,-73.11698,8945.0
-36.76757,-73.170556,-37.064816,-73.143376,45216.0
-36.76757,-73.170556,-36.776402,-73.070793,10907.0
-36.76757,-73.170556,-37.494738,-72.689428,114315.0
-36.76757,-73.170556,-36.98703,-73.154185,36625.0
-36.76757,-73.170556,-37.45165,-72.31711,138948.0
-36.76757,-73.170556,-37.585296,-72.530171,149498.0
-36.76757,-73.170556,-36.76041757605908,-73.11913649598887,7118.0
-36.76757,-73.170556,-36.813251,-72.986397,19949.0
-36.76757,-73.170556,-36.58806,-72.109159,107950.0
-36.76757,-73.170556,-36.813446,-72.988075,20079.0
-36.76757,-73.170556,-37.7255,-72.23291,174533.0
-36.76757,-73.170556,-36.865028,-73.140282,22259.0
-36.76757,-73.170556,-36.812021,-72.98557,19815.0
-36.76757,-73.170556,-36.740686,-73.100096,9774.0
-36.76757,-73.170556,-36.768515,-73.070135,12235.0
-36.76757,-73.170556,-36.807167,-73.059194,13854.0
-36.76757,-73.170556,-37.497405,-72.690595,114583.0
-36.76757,-73.170556,-37.171998,-72.941238,64774.5
-36.76757,-73.170556,-36.773099,-73.070813,11550.0
-36.76757,-73.170556,-37.46511,-72.35953,138792.0
-36.76757,-73.170556,-37.724711,-72.243313,173676.0
-36.76757,-73.170556,-36.757002,-73.086109,13176.0
-36.76757,-73.170556,-36.817257,-73.056558,13870.0
-36.76757,-73.170556,-36.609129,-72.081673,109147.0
-36.76757,-73.170556,-36.83075,-73.043832,15433.75
-36.76757,-73.170556,-37.506428,-72.676097,117040.0
-36.76757,-73.170556,-37.730837,-72.230996,175013.0
-36.76757,-73.170556,-36.771171,-73.068304,11935.0
-36.76757,-73.170556,-36.623575,-72.145592,103141.0
-36.76757,-73.170556,-36.789249,-73.086064,9244.0
-36.76757,-73.170556,-36.780194,-73.039472,13411.0
-36.76757,-73.170556,-36.817249,-73.005116,19054.0
-36.76757,-73.170556,-36.583027,-72.064305,116649.0
-36.76757,-73.170556,-36.814119,-73.066244,13569.25
-36.76757,-73.170556,-37.72436,-72.25464,172377.0
-36.76757,-73.170556,-36.78114,-73.080702,10015.0
-36.76757,-73.170556,-36.772954,-73.071221,11503.0
-36.76757,-73.170556,-37.016634,-72.988122,44975.0
-36.76757,-73.170556,-36.604363,-72.07464,114668.5
-36.76757,-73.170556,-37.452955,-72.333208,135958.0
-36.76757,-73.170556,-36.972856,-73.160925,35755.0
-36.76757,-73.170556,-36.811893,-72.988571,20478.0
-36.76757,-73.170556,-36.812068,-72.9877,20226.0
-36.76757,-73.170556,-36.593861,-72.109889,107294.0
-36.76757,-73.170556,-36.822218,-73.023208,16190.0
-36.76757,-73.170556,-36.82763,-73.124922,18199.5
-36.76757,-73.170556,-36.741944,-73.089538,10865.75
-36.76757,-73.170556,-36.772319,-73.069426,11676.0
-36.76757,-73.170556,-36.765724,-73.11586,6861.0
-36.76757,-73.170556,-36.773458,-73.068346,11781.0
-36.76757,-73.170556,-37.459261,-72.325544,135900.0
-36.76757,-73.170556,-36.826386,-73.0065,17275.0
-36.76757,-73.170556,-36.81699,-72.998512,19749.0
-36.76757,-73.170556,-36.598015,-72.112228,106822.0
-36.76757,-73.170556,-36.978472,-73.175111,35571.0
-36.76757,-73.170556,-36.948777,-73.155829,33092.0
-36.76757,-73.170556,-36.813056,-72.989,20182.0
-36.76757,-73.170556,-36.81399,-72.98693,20010.0
-36.76757,-73.170556,-37.174398,-72.95592,64588.0
-36.76757,-73.170556,-36.771389,-73.072139,11418.0
-36.76757,-73.170556,-36.9788,-72.964362,39340.0
-36.76757,-73.170556,-37.219722,-72.385389,106777.0
-36.76757,-73.170556,-36.976381,-73.17241,35597.0
-36.76757,-73.170556,-36.608158,-72.113073,106422.0
-36.76757,-73.170556,-36.820135,-73.04439,13837.0
-36.76757,-73.170556,-37.49783,-72.68415,115215.0
-36.76757,-73.170556,-36.781226,-73.080261,9942.0
-36.76757,-73.170556,-36.757782,-73.086693,13015.0
-36.76757,-73.170556,-36.764554,-73.085437,12850.0
-36.76757,-73.170556,-37.488665,-72.286309,142542.0
-36.76757,-73.170556,-36.707021,-72.271667,100624.0
-36.76757,-73.170556,-37.064173,-73.142886,45134.0
-36.76757,-73.170556,-36.852045,-73.132642,20028.0
-36.76757,-73.170556,-36.84693,-73.13719,20032.0
-36.76757,-73.170556,-36.787814,-73.080803,8948.0
-36.76757,-73.170556,-36.971103,-73.168196,34273.0
-36.76757,-73.170556,-36.767422,-73.170858,33.0
-36.76757,-73.170556,-36.799591,-73.109519,8983.0
-36.76757,-73.170556,-36.77148,-73.071198,11576.0
-36.76757,-73.170556,-36.852506,-73.13176,22445.0
-36.76757,-73.170556,-36.832423,-73.105238,15888.0
-36.76757,-73.170556,-36.821515,-73.027222,16084.0
-36.76757,-73.170556,-36.858627,-73.139144,21293.0
-36.76757,-73.170556,-36.77338,-73.072289,11268.0
-36.76757,-73.170556,-36.613731,-72.075998,109381.0
-36.76757,-73.170556,-36.740205,-73.091431,10526.0
-36.76757,-73.170556,-36.774248,-73.070751,11432.0
-36.76757,-73.170556,-36.768661,-73.075894,11597.0
-36.76757,-73.170556,-36.7834,-73.038287,13679.0
-36.609082,-72.089984,-37.509578,-72.324378,122963.5
-36.609082,-72.089984,-37.721883,-72.242093,150828.0
-36.609082,-72.089984,-36.771816,-73.072289,104054.0
-36.609082,-72.089984,-36.76757,-73.170556,110705.0
-36.609082,-72.089984,-36.609082,-72.089984,0.0
-36.609082,-72.089984,-36.740363,-73.086466,104847.0
-36.609082,-72.089984,-36.819024,-73.015189,101538.0
-36.609082,-72.089984,-36.61102,-72.14123,6202.75
-36.609082,-72.089984,-36.770144,-73.070805,104729.0
-36.609082,-72.089984,-36.781749,-73.04948,102226.0
-36.609082,-72.089984,-36.816597,-73.052815,100847.0
-36.609082,-72.089984,-36.772283,-73.072209,104039.0
-36.609082,-72.089984,-36.770272,-73.112648,106723.0
-36.609082,-72.089984,-36.606583,-72.093361,947.0
-36.609082,-72.089984,-37.588438,-72.522636,143629.0
-36.609082,-72.089984,-36.812569,-72.98646,103974.0
-36.609082,-72.089984,-36.812439,-72.984494,103744.0
-36.609082,-72.089984,-37.50773,-72.65855,143856.0
-36.609082,-72.089984,-36.768983,-73.065041,104557.0
-36.609082,-72.089984,-36.72478,-73.11698,104088.0
-36.609082,-72.089984,-37.064816,-73.143376,135895.0
-36.609082,-72.089984,-36.776402,-73.070793,103582.0
-36.609082,-72.089984,-37.494738,-72.689428,147207.0
-36.609082,-72.089984,-36.98703,-73.154185,127304.0
-36.609082,-72.089984,-37.45165,-72.31711,115995.0
-36.609082,-72.089984,-37.585296,-72.530171,142923.0
-36.609082,-72.089984,-36.76041757605908,-73.11913649598887,107247.0
-36.609082,-72.089984,-36.813251,-72.986397,104011.0
-36.609082,-72.089984,-36.58806,-72.109159,4744.0
-36.609082,-72.089984,-36.813446,-72.988075,104141.0
-36.609082,-72.089984,-37.7255,-72.23291,151580.0
-36.609082,-72.089984,-36.865028,-73.140282,112938.0
-36.609082,-72.089984,-36.812021,-72.98557,103877.0
-36.609082,-72.089984,-36.740686,-73.100096,103561.0
-36.609082,-72.089984,-36.768515,-73.070135,104910.0
-36.609082,-72.089984,-36.807167,-73.059194,103044.25
-36.609082,-72.089984,-37.497405,-72.690595,146866.0
-36.609082,-72.089984,-37.171998,-72.941238,155453.5
-36.609082,-72.089984,-36.773099,-73.070813,104225.0
-36.609082,-72.089984,-37.46511,-72.35953,115839.0
-36.609082,-72.089984,-37.724711,-72.243313,150723.0
-36.609082,-72.089984,-36.757002,-73.086109,105851.0
-36.609082,-72.089984,-36.817257,-73.056558,101071.0
-36.609082,-72.089984,-36.609129,-72.081673,804.0
