origin_latitude,origin_longitude,destination_latitude,destination_longitude,time
-33.45431,-70.578176,-33.468889,-70.536268,783.97
-33.45431,-70.578176,-33.51621,-70.64817,1613.06
-33.45431,-70.578176,-33.598844,-70.609996,1820.92
-33.45431,-70.578176,-33.417222,-70.564306,1003.15
-33.45431,-70.578176,-33.435158,-70.61393,846.36
-33.45431,-70.578176,-33.432181,-70.623623,1075.66
-33.45431,-70.578176,-33.376694,-70.520472,2028.06
-33.45431,-70.578176,-33.512889,-70.663583,1648.99
-33.45431,-70.578176,-33.508428,-70.663867,1656.94
-33.45431,-70.578176,-33.4175,-70.586333,995.22
-33.45431,-70.578176,-33.316346,-70.568629,2872.9
-33.45431,-70.578176,-33.378332,-70.51873,1996.42
-33.45431,-70.578176,-33.410083,-70.563444,1168.67
-33.45431,-70.578176,-33.435896,-70.608052,692.7
-33.45431,-70.578176,-33.413565,-70.530028,1437.08
-33.45431,-70.578176,-33.4664,-70.6169,864.12
-33.45431,-70.578176,-33.507306,-70.657139,1645.19
-33.45431,-70.578176,-33.384972,-70.574306,1616.91
-33.45431,-70.578176,-33.384889,-70.57425,1617.91
-33.45431,-70.578176,-33.379062,-70.556117,1807.5
-33.45431,-70.578176,-33.415194,-70.593361,1054.13
-33.45431,-70.578176,-33.497385,-70.524781,1293.31
-33.45431,-70.578176,-33.375031,-70.573129,1891.13
-33.45431,-70.578176,-33.384389,-70.526278,1775.66
-33.376639,-70.514639,-33.405694,-70.538639,809.45
-33.376639,-70.514639,-33.512382,-70.627946,2940.83
-33.376639,-70.514639,-33.463687,-70.576311,2045.31
-33.376639,-70.514639,-33.45431,-70.578176,1837.08
-33.376639,-70.514639,-33.376639,-70.514639,0.0
-33.376639,-70.514639,-33.384694,-70.575,722.59
-33.376639,-70.514639,-33.509171,-70.658431,2797.98
-33.376639,-70.514639,-33.409102,-70.54063,855.96
-33.376639,-70.514639,-33.3139,-70.5727,1502.76
-33.376639,-70.514639,-33.392611,-70.543111,717.35
-33.376639,-70.514639,-33.390248,-70.528427,360.99
-33.376639,-70.514639,-33.5325329703107,-70.75363902386597,2723.53
-33.376639,-70.514639,-33.409528,-70.538806,846.87
-33.376639,-70.514639,-33.39082,-70.579412,776.16
-33.376639,-70.514639,-33.509594,-70.618326,2833.07
-33.376639,-70.514639,-33.430361,-70.576361,1377.62
-33.376639,-70.514639,-33.413528,-70.595528,1260.76
-33.376639,-70.514639,-33.395222,-70.5945,926.66
-33.376639,-70.514639,-33.491546,-70.644944,2811.01
-33.376639,-70.514639,-33.442085,-70.624108,1820.42
-33.376639,-70.514639,-33.457086,-70.576128,1878.09
-33.376639,-70.514639,-33.440333,-70.580361,1688.59
-33.376639,-70.514639,-33.423333,-70.563806,1285.9
-33.376639,-70.514639,-33.414287,-70.594886,1295.24
-33.376639,-70.514639,-33.406608,-70.538289,820.32
-33.376639,-70.514639,-33.468889,-70.536268,1745.47
-33.376639,-70.514639,-33.51621,-70.64817,3024.06
-33.376639,-70.514639,-33.598844,-70.609996,3108.65
-33.376639,-70.514639,-33.417222,-70.564306,1176.25
-33.376639,-70.514639,-33.435158,-70.61393,1827.62
-33.376639,-70.514639,-33.432181,-70.623623,1705.57
-33.376639,-70.514639,-33.376694,-70.520472,127.38
-33.376639,-70.514639,-33.512889,-70.663583,2789.44
-33.376639,-70.514639,-33.508428,-70.663867,2753.65
-33.376639,-70.514639,-33.4175,-70.586333,1316.77
-33.376639,-70.514639,-33.316346,-70.568629,1510.25
-33.376639,-70.514639,-33.378332,-70.51873,93.25
-33.376639,-70.514639,-33.410083,-70.563444,1025.76
-33.376639,-70.514639,-33.435896,-70.608052,1732.23
-33.376639,-70.514639,-33.413565,-70.530028,873.82
-33.376639,-70.514639,-33.4664,-70.6169,2323.73
-33.376639,-70.514639,-33.507306,-70.657139,2765.88
-33.376639,-70.514639,-33.384972,-70.574306,675.39
-33.376639,-70.514639,-33.384889,-70.57425,675.39
-33.376639,-70.514639,-33.379062,-70.556117,632.91
-33.376639,-70.514639,-33.415194,-70.593361,1300.33
-33.376639,-70.514639,-33.497385,-70.524781,2183.83
-33.376639,-70.514639,-33.375031,-70.573129,652.96
-33.376639,-70.514639,-33.384389,-70.526278,417.18
-33.384694,-70.575,-33.405694,-70.538639,977.1
-33.384694,-70.575,-33.512382,-70.627946,2609.6
-33.384694,-70.575,-33.463687,-70.576311,1594.79
-33.384694,-70.575,-33.45431,-70.578176,1390.69
-33.384694,-70.575,-33.376639,-70.514639,813.24
-33.384694,-70.575,-33.384694,-70.575,0.0
-33.384694,-70.575,-33.509171,-70.658431,2660.05
-33.384694,-70.575,-33.409102,-70.54063,1018.03
-33.384694,-70.575,-33.3139,-70.5727,1598.51
-33.384694,-70.575,-33.392611,-70.543111,850.53
-33.384694,-70.575,-33.390248,-70.528427,853.87
-33.384694,-70.575,-33.5325329703107,-70.75363902386597,2499.71
-33.384694,-70.575,-33.409528,-70.538806,1063.67
-33.384694,-70.575,-33.39082,-70.579412,155.77
-33.384694,-70.575,-33.509594,-70.618326,2498.15
-33.384694,-70.575,-33.430361,-70.576361,941.04
-33.384694,-70.575,-33.413528,-70.595528,794.55
-33.384694,-70.575,-33.395222,-70.5945,500.18
-33.384694,-70.575,-33.491546,-70.644944,2629.3
-33.384694,-70.575,-33.442085,-70.624108,1342.1
-33.384694,-70.575,-33.457086,-70.576128,1430.37
-33.384694,-70.575,-33.440333,-70.580361,1227.62
-33.384694,-70.575,-33.423333,-70.563806,969.4
-33.384694,-70.575,-33.414287,-70.594886,805.47
-33.384694,-70.575,-33.406608,-70.538289,994.35
-33.384694,-70.575,-33.468889,-70.536268,1751.72
-33.384694,-70.575,-33.51621,-70.64817,2908.24
-33.384694,-70.575,-33.598844,-70.609996,2936.36
-33.384694,-70.575,-33.417222,-70.564306,860.87
-33.384694,-70.575,-33.435158,-70.61393,1348.04
-33.384694,-70.575,-33.432181,-70.623623,1242.13
-33.384694,-70.575,-33.376694,-70.520472,849.1
-33.384694,-70.575,-33.512889,-70.663583,2651.44
-33.384694,-70.575,-33.508428,-70.663867,2613.73
-33.384694,-70.575,-33.4175,-70.586333,747.64
-33.384694,-70.575,-33.316346,-70.568629,1605.61
-33.384694,-70.575,-33.378332,-70.51873,857.88
-33.384694,-70.575,-33.410083,-70.563444,711.45
-33.384694,-70.575,-33.435896,-70.608052,1264.29
-33.384694,-70.575,-33.413565,-70.530028,1216.74
-33.384694,-70.575,-33.4664,-70.6169,2126.15
-33.384694,-70.575,-33.507306,-70.657139,2626.57
-33.384694,-70.575,-33.384972,-70.574306,54.17
-33.384694,-70.575,-33.384889,-70.57425,54.17
-33.384694,-70.575,-33.379062,-70.556117,422.85
-33.384694,-70.575,-33.415194,-70.593361,810.93
-33.384694,-70.575,-33.497385,-70.524781,2281.34
-33.384694,-70.575,-33.375031,-70.573129,399.7
-33.384694,-70.575,-33.384389,-70.526278,925.78
-33.509171,-70.658431,-33.405694,-70.538639,3377.13
-33.509171,-70.658431,-33.512382,-70.627946,775.71
-33.509171,-70.658431,-33.463687,-70.576311,1674.82
-33.509171,-70.658431,-33.45431,-70.578176,1788.16
-33.509171,-70.658431,-33.376639,-70.514639,3305.72
-33.509171,-70.658431,-33.384694,-70.575,2951.25
-33.509171,-70.658431,-33.509171,-70.658431,0.0
-33.509171,-70.658431,-33.409102,-70.54063,3256.11
-33.509171,-70.658431,-33.3139,-70.5727,3852.19
-33.509171,-70.658431,-33.392611,-70.543111,3496.92
-33.509171,-70.658431,-33.390248,-70.528427,3722.2
-33.509171,-70.658431,-33.5325329703107,-70.75363902386597,1525.77
-33.509171,-70.658431,-33.409528,-70.538806,3306.98
-33.509171,-70.658431,-33.39082,-70.579412,2909.36
-33.509171,-70.658431,-33.509594,-70.618326,829.69
-33.509171,-70.658431,-33.430361,-70.576361,2291.23
-33.509171,-70.658431,-33.413528,-70.595528,2446.58
-33.509171,-70.658431,-33.395222,-70.5945,2529.49
-33.509171,-70.658431,-33.491546,-70.644944,613.06
-33.509171,-70.658431,-33.442085,-70.624108,1754.69
-33.509171,-70.658431,-33.457086,-70.576128,1660.56
-33.509171,-70.658431,-33.440333,-70.580361,2072.33
-33.509171,-70.658431,-33.423333,-70.563806,2792.99
-33.509171,-70.658431,-33.414287,-70.594886,2452.26
-33.509171,-70.658431,-33.406608,-70.538289,3353.03
-33.509171,-70.658431,-33.468889,-70.536268,2174.57
-33.509171,-70.658431,-33.51621,-70.64817,542.66
-33.509171,-70.658431,-33.598844,-70.609996,1997.36
-33.509171,-70.658431,-33.417222,-70.564306,2878.32
-33.509171,-70.658431,-33.435158,-70.61393,2135.67
-33.509171,-70.658431,-33.432181,-70.623623,1770.29
-33.509171,-70.658431,-33.376694,-70.520472,3341.64
-33.509171,-70.658431,-33.512889,-70.663583,237.07
-33.509171,-70.658431,-33.508428,-70.663867,187.49
-33.509171,-70.658431,-33.4175,-70.586333,2524.25
-33.509171,-70.658431,-33.316346,-70.568629,3768.42
-33.509171,-70.658431,-33.378332,-70.51873,3312.11
-33.509171,-70.658431,-33.410083,-70.563444,3074.27
-33.509171,-70.658431,-33.435896,-70.608052,2040.0
-33.509171,-70.658431,-33.413565,-70.530028,3389.7
-33.509171,-70.658431,-33.4664,-70.6169,1325.75
-33.509171,-70.658431,-33.507306,-70.657139,203.44
-33.509171,-70.658431,-33.384972,-70.574306,2978.63
-33.509171,-70.658431,-33.384889,-70.57425,2978.63
-33.509171,-70.658431,-33.379062,-70.556117,3146.26
-33.509171,-70.658431,-33.415194,-70.593361,2501.49
-33.509171,-70.658431,-33.497385,-70.524781,2246.9
-33.509171,-70.658431,-33.375031,-70.573129,3139.23
-33.509171,-70.658431,-33.384389,-70.526278,3812.7
-33.409102,-70.54063,-33.405694,-70.538639,131.03
-33.409102,-70.54063,-33.512382,-70.627946,2274.84
-33.409102,-70.54063,-33.463687,-70.576311,1528.65
-33.409102,-70.54063,-33.45431,-70.578176,1315.73
-33.409102,-70.54063,-33.376639,-70.514639,796.34
-33.409102,-70.54063,-33.384694,-70.575,1048.19
-33.409102,-70.54063,-33.509171,-70.658431,2975.2
-33.409102,-70.54063,-33.409102,-70.54063,0.0
-33.409102,-70.54063,-33.3139,-70.5727,1888.01
-33.409102,-70.54063,-33.392611,-70.543111,408.62
-33.409102,-70.54063,-33.390248,-70.528427,593.67
-33.409102,-70.54063,-33.5325329703107,-70.75363902386597,2964.17
-33.409102,-70.54063,-33.409528,-70.538806,71.12
-33.409102,-70.54063,-33.39082,-70.579412,1025.81
-33.409102,-70.54063,-33.509594,-70.618326,2172.59
-33.409102,-70.54063,-33.430361,-70.576361,936.09
-33.409102,-70.54063,-33.413528,-70.595528,1032.59
-33.409102,-70.54063,-33.395222,-70.5945,1235.3
-33.409102,-70.54063,-33.491546,-70.644944,2713.49
-33.409102,-70.54063,-33.442085,-70.624108,1763.43
-33.409102,-70.54063,-33.457086,-70.576128,1357.46
-33.409102,-70.54063,-33.440333,-70.580361,1155.1
-33.409102,-70.54063,-33.423333,-70.563806,640.61
-33.409102,-70.54063,-33.414287,-70.594886,998.73
-33.409102,-70.54063,-33.406608,-70.538289,111.41
-33.409102,-70.54063,-33.468889,-70.536268,1121.33
-33.409102,-70.54063,-33.51621,-70.64817,2923.42
-33.409102,-70.54063,-33.598844,-70.609996,2929.74
-33.409102,-70.54063,-33.417222,-70.564306,576.94
-33.409102,-70.54063,-33.435158,-70.61393,1498.56
-33.409102,-70.54063,-33.432181,-70.623623,1630.57
-33.409102,-70.54063,-33.376694,-70.520472,893.51
-33.409102,-70.54063,-33.512889,-70.663583,2963.05
-33.409102,-70.54063,-33.508428,-70.663867,2973.02
-33.409102,-70.54063,-33.4175,-70.586333,997.69
-33.409102,-70.54063,-33.316346,-70.568629,1895.35
-33.409102,-70.54063,-33.378332,-70.51873,817.24
-33.409102,-70.54063,-33.410083,-70.563444,445.55
-33.409102,-70.54063,-33.435896,-70.608052,1408.59
-33.409102,-70.54063,-33.413565,-70.530028,287.21
-33.409102,-70.54063,-33.4664,-70.6169,2165.72
-33.409102,-70.54063,-33.507306,-70.657139,2959.16
-33.409102,-70.54063,-33.384972,-70.574306,975.3
-33.409102,-70.54063,-33.384889,-70.57425,976.4
-33.409102,-70.54063,-33.379062,-70.556117,715.78
-33.409102,-70.54063,-33.415194,-70.593361,1024.08
-33.409102,-70.54063,-33.497385,-70.524781,1587.61
-33.409102,-70.54063,-33.375031,-70.573129,1143.07
-33.409102,-70.54063,-33.384389,-70.526278,616.37
-33.3139,-70.5727,-33.405694,-70.538639,1631.55
-33.3139,-70.5727,-33.512382,-70.627946,3939.15
-33.3139,-70.5727,-33.463687,-70.576311,2830.08
-33.3139,-70.5727,-33.45431,-70.578176,2629.54
-33.3139,-70.5727,-33.376639,-70.514639,1513.04
-33.3139,-70.5727,-33.384694,-70.575,1394.08
-33.3139,-70.5727,-33.509171,-70.658431,3621.16
-33.3139,-70.5727,-33.409102,-70.54063,1672.18
-33.3139,-70.5727,-33.3139,-70.5727,0.0
-33.3139,-70.5727,-33.392611,-70.543111,1473.36
-33.3139,-70.5727,-33.390248,-70.528427,1367.32
-33.3139,-70.5727,-33.5325329703107,-70.75363902386597,3682.12
-33.3139,-70.5727,-33.409528,-70.538806,1665.44
-33.3139,-70.5727,-33.39082,-70.579412,1444.24
-33.3139,-70.5727,-33.509594,-70.618326,3821.77
-33.3139,-70.5727,-33.430361,-70.576361,2188.85
-33.3139,-70.5727,-33.413528,-70.595528,2349.33
-33.3139,-70.5727,-33.395222,-70.5945,1849.82
-33.3139,-70.5727,-33.491546,-70.644944,3422.74
-33.3139,-70.5727,-33.442085,-70.624108,2934.25
-33.3139,-70.5727,-33.457086,-70.576128,2668.68
-33.3139,-70.5727,-33.440333,-70.580361,2470.9
-33.3139,-70.5727,-33.423333,-70.563806,2039.79
-33.3139,-70.5727,-33.414287,-70.594886,2381.53
-33.3139,-70.5727,-33.406608,-70.538289,1642.8
-33.3139,-70.5727,-33.468889,-70.536268,2709.45
-33.3139,-70.5727,-33.51621,-70.64817,3857.77
-33.3139,-70.5727,-33.598844,-70.609996,4112.43
-33.3139,-70.5727,-33.417222,-70.564306,1984.71
-33.3139,-70.5727,-33.435158,-70.61393,2940.43
-33.3139,-70.5727,-33.432181,-70.623623,2818.42
-33.3139,-70.5727,-33.376694,-70.520472,1547.76
-33.3139,-70.5727,-33.512889,-70.663583,3612.49
-33.3139,-70.5727,-33.508428,-70.663867,3574.74
-33.3139,-70.5727,-33.4175,-70.586333,2382.02
-33.3139,-70.5727,-33.316346,-70.568629,212.72
-33.3139,-70.5727,-33.378332,-70.51873,1556.14
-33.3139,-70.5727,-33.410083,-70.563444,1788.05
-33.3139,-70.5727,-33.435896,-70.608052,2842.29
-33.3139,-70.5727,-33.413565,-70.530028,1778.97
-33.3139,-70.5727,-33.4664,-70.6169,3165.01
-33.3139,-70.5727,-33.507306,-70.657139,3587.6
-33.3139,-70.5727,-33.384972,-70.574306,1349.67
-33.3139,-70.5727,-33.384889,-70.57425,1349.67
-33.3139,-70.5727,-33.379062,-70.556117,1249.09
-33.3139,-70.5727,-33.415194,-70.593361,2386.73
-33.3139,-70.5727,-33.497385,-70.524781,3174.98
-33.3139,-70.5727,-33.375031,-70.573129,1328.84
-33.3139,-70.5727,-33.384389,-70.526278,1478.55
-33.392611,-70.543111,-33.405694,-70.538639,382.61
-33.392611,-70.543111,-33.512382,-70.627946,2566.6
-33.392611,-70.543111,-33.463687,-70.576311,1846.26
-33.392611,-70.543111,-33.45431,-70.578176,1633.34
-33.392611,-70.543111,-33.376639,-70.514639,491.93
-33.392611,-70.543111,-33.384694,-70.575,882.39
-33.392611,-70.543111,-33.509171,-70.658431,2933.79
-33.392611,-70.543111,-33.409102,-70.54063,427.54
-33.392611,-70.543111,-33.3139,-70.5727,1530.4
-33.392611,-70.543111,-33.392611,-70.543111,0.0
-33.392611,-70.543111,-33.390248,-70.528427,352.92
-33.392611,-70.543111,-33.5325329703107,-70.75363902386597,3165.0
-33.392611,-70.543111,-33.409528,-70.538806,418.74
-33.392611,-70.543111,-33.39082,-70.579412,828.5
-33.392611,-70.543111,-33.509594,-70.618326,2464.35
-33.392611,-70.543111,-33.430361,-70.576361,1260.11
-33.392611,-70.543111,-33.413528,-70.595528,1075.99
-33.392611,-70.543111,-33.395222,-70.5945,953.93
-33.392611,-70.543111,-33.491546,-70.644944,2737.06
-33.392611,-70.543111,-33.442085,-70.624108,1615.38
-33.392611,-70.543111,-33.457086,-70.576128,1675.06
-33.392611,-70.543111,-33.440333,-70.580361,1472.71
-33.392611,-70.543111,-33.423333,-70.563806,962.96
-33.392611,-70.543111,-33.414287,-70.594886,1101.23
-33.392611,-70.543111,-33.406608,-70.538289,393.09
-33.392611,-70.543111,-33.468889,-70.536268,1498.5
-33.392611,-70.543111,-33.51621,-70.64817,3246.57
-33.392611,-70.543111,-33.598844,-70.609996,3245.48
-33.392611,-70.543111,-33.417222,-70.564306,899.29
-33.392611,-70.543111,-33.435158,-70.61393,1622.39
-33.392611,-70.543111,-33.432181,-70.623623,1507.02
-33.392611,-70.543111,-33.376694,-70.520472,528.06
-33.392611,-70.543111,-33.512889,-70.663583,2924.96
-33.392611,-70.543111,-33.508428,-70.663867,2885.67
-33.392611,-70.543111,-33.4175,-70.586333,1127.29
-33.392611,-70.543111,-33.316346,-70.568629,1537.74
-33.392611,-70.543111,-33.378332,-70.51873,498.53
-33.392611,-70.543111,-33.410083,-70.563444,742.16
-33.392611,-70.543111,-33.435896,-70.608052,1532.42
-33.392611,-70.543111,-33.413565,-70.530028,540.41
-33.392611,-70.543111,-33.4664,-70.6169,2243.9
-33.392611,-70.543111,-33.507306,-70.657139,2899.03
-33.392611,-70.543111,-33.384972,-70.574306,798.9
-33.392611,-70.543111,-33.384889,-70.57425,800.0
