origin_latitude,origin_longitude,destination_latitude,destination_longitude,time
-33.512889,-70.663583,-33.45431,-70.578176,1077.5
-33.512889,-70.663583,-33.415194,-70.593361,1225.5
-33.512889,-70.663583,-33.512382,-70.627946,369.6
-33.512889,-70.663583,-33.409102,-70.54063,1549.8
-33.512889,-70.663583,-33.463687,-70.576311,1034.9
-33.512889,-70.663583,-33.405694,-70.538639,1623.4
-33.512889,-70.663583,-33.409528,-70.538806,1580.9
-33.512889,-70.663583,-33.423333,-70.563806,1400.9
-33.512889,-70.663583,-33.379062,-70.556117,1462.2
-33.512889,-70.663583,-33.3139,-70.5727,2326.5
-33.512889,-70.663583,-33.497385,-70.524781,1308.4
-33.512889,-70.663583,-33.392611,-70.543111,1489.4
-33.512889,-70.663583,-33.4664,-70.6169,723.6
-33.512889,-70.663583,-33.491546,-70.644944,354.2
-33.512889,-70.663583,-33.417222,-70.564306,1402.6
-33.512889,-70.663583,-33.384972,-70.574306,1406.0
-33.512889,-70.663583,-33.39082,-70.579412,1373.0
-33.512889,-70.663583,-33.440333,-70.580361,1226.7
-33.512889,-70.663583,-33.413565,-70.530028,1670.7
-33.512889,-70.663583,-33.414287,-70.594886,1192.3
-33.512889,-70.663583,-33.435896,-70.608052,1024.9
-33.512889,-70.663583,-33.508428,-70.663867,74.0
-33.512889,-70.663583,-33.384889,-70.57425,1405.0
-33.512889,-70.663583,-33.4175,-70.586333,1284.4
-33.512889,-70.663583,-33.376694,-70.520472,1790.9
-33.512889,-70.663583,-33.395222,-70.5945,1298.5
-33.512889,-70.663583,-33.442085,-70.624108,890.8
-33.512889,-70.663583,-33.406608,-70.538289,1634.3
-33.512889,-70.663583,-33.468889,-70.536268,1327.6
-33.512889,-70.663583,-33.316346,-70.568629,2417.5
-33.512889,-70.663583,-33.509594,-70.618326,475.5
-33.512889,-70.663583,-33.51621,-70.64817,235.7
-33.512889,-70.663583,-33.432181,-70.623623,959.2
-33.384694,-70.575,-33.5325329703107,-70.75363902386597,2038.6
-33.384694,-70.575,-33.375031,-70.573129,212.8
-33.384694,-70.575,-33.512889,-70.663583,1451.8
-33.384694,-70.575,-33.384694,-70.575,0.0
-33.384694,-70.575,-33.509171,-70.658431,1447.3
-33.384694,-70.575,-33.507306,-70.657139,1433.3
-33.384694,-70.575,-33.430361,-70.576361,555.7
-33.384694,-70.575,-33.390248,-70.528427,509.0
-33.384694,-70.575,-33.376639,-70.514639,543.6
-33.384694,-70.575,-33.378332,-70.51873,565.9
-33.384694,-70.575,-33.384389,-70.526278,540.8
-33.384694,-70.575,-33.413528,-70.595528,503.4
-33.384694,-70.575,-33.457086,-70.576128,817.0
-33.384694,-70.575,-33.435158,-70.61393,723.6
-33.384694,-70.575,-33.598844,-70.609996,1813.5
-33.384694,-70.575,-33.410083,-70.563444,291.3
-33.384694,-70.575,-33.45431,-70.578176,781.0
-33.384694,-70.575,-33.415194,-70.593361,494.3
-33.384694,-70.575,-33.512382,-70.627946,1516.5
-33.384694,-70.575,-33.409102,-70.54063,511.2
-33.384694,-70.575,-33.463687,-70.576311,914.8
-33.384694,-70.575,-33.405694,-70.538639,546.7
-33.384694,-70.575,-33.409528,-70.538806,542.3
-33.384694,-70.575,-33.423333,-70.563806,428.3
-33.384694,-70.575,-33.379062,-70.556117,231.9
-33.384694,-70.575,-33.3139,-70.5727,1170.9
-33.384694,-70.575,-33.497385,-70.524781,1307.5
-33.384694,-70.575,-33.392611,-70.543111,404.7
-33.384694,-70.575,-33.4664,-70.6169,1107.3
-33.384694,-70.575,-33.491546,-70.644944,1323.0
-33.384694,-70.575,-33.417222,-70.564306,349.5
-33.384694,-70.575,-33.384972,-70.574306,35.2
-33.384694,-70.575,-33.39082,-70.579412,111.4
-33.384694,-70.575,-33.440333,-70.580361,656.9
-33.384694,-70.575,-33.413565,-70.530028,632.1
-33.384694,-70.575,-33.414287,-70.594886,482.4
-33.384694,-70.575,-33.435896,-70.608052,647.6
-33.384694,-70.575,-33.508428,-70.663867,1400.4
-33.384694,-70.575,-33.384889,-70.57425,34.2
-33.384694,-70.575,-33.4175,-70.586333,400.4
-33.384694,-70.575,-33.376694,-70.520472,671.5
-33.384694,-70.575,-33.395222,-70.5945,292.9
-33.384694,-70.575,-33.442085,-70.624108,758.3
-33.384694,-70.575,-33.406608,-70.538289,558.2
-33.384694,-70.575,-33.468889,-70.536268,997.4
-33.384694,-70.575,-33.316346,-70.568629,1261.9
-33.384694,-70.575,-33.509594,-70.618326,1471.0
-33.384694,-70.575,-33.51621,-70.64817,1564.0
-33.384694,-70.575,-33.432181,-70.623623,673.6
-33.509171,-70.658431,-33.5325329703107,-70.75363902386597,1044.4
-33.509171,-70.658431,-33.375031,-70.573129,1469.1
-33.509171,-70.658431,-33.512889,-70.663583,137.4
-33.509171,-70.658431,-33.384694,-70.575,1510.4
-33.509171,-70.658431,-33.509171,-70.658431,0.0
-33.509171,-70.658431,-33.507306,-70.657139,149.5
-33.509171,-70.658431,-33.430361,-70.576361,1331.5
-33.509171,-70.658431,-33.390248,-70.528427,1645.4
-33.509171,-70.658431,-33.376639,-70.514639,1733.3
-33.509171,-70.658431,-33.378332,-70.51873,1740.7
-33.509171,-70.658431,-33.384389,-70.526278,1655.5
-33.509171,-70.658431,-33.413528,-70.595528,1284.8
-33.509171,-70.658431,-33.457086,-70.576128,1010.8
-33.509171,-70.658431,-33.435158,-70.61393,1153.7
-33.509171,-70.658431,-33.598844,-70.609996,1077.6
-33.509171,-70.658431,-33.410083,-70.563444,1400.2
-33.509171,-70.658431,-33.45431,-70.578176,1076.0
-33.509171,-70.658431,-33.415194,-70.593361,1295.8
-33.509171,-70.658431,-33.512382,-70.627946,368.4
-33.509171,-70.658431,-33.409102,-70.54063,1611.0
-33.509171,-70.658431,-33.463687,-70.576311,1033.4
-33.509171,-70.658431,-33.405694,-70.538639,1693.7
-33.509171,-70.658431,-33.409528,-70.538806,1642.1
-33.509171,-70.658431,-33.423333,-70.563806,1399.4
-33.509171,-70.658431,-33.379062,-70.556117,1532.5
-33.509171,-70.658431,-33.3139,-70.5727,2396.8
-33.509171,-70.658431,-33.497385,-70.524781,1306.9
-33.509171,-70.658431,-33.392611,-70.543111,1559.7
-33.509171,-70.658431,-33.4664,-70.6169,725.2
-33.509171,-70.658431,-33.491546,-70.644944,352.7
-33.509171,-70.658431,-33.417222,-70.564306,1462.2
-33.509171,-70.658431,-33.384972,-70.574306,1476.3
-33.509171,-70.658431,-33.39082,-70.579412,1443.3
-33.509171,-70.658431,-33.440333,-70.580361,1225.2
-33.509171,-70.658431,-33.413565,-70.530028,1668.9
-33.509171,-70.658431,-33.414287,-70.594886,1262.6
-33.509171,-70.658431,-33.435896,-70.608052,1095.2
-33.509171,-70.658431,-33.508428,-70.663867,136.9
-33.509171,-70.658431,-33.384889,-70.57425,1475.3
-33.509171,-70.658431,-33.4175,-70.586333,1354.7
-33.509171,-70.658431,-33.376694,-70.520472,1861.2
-33.509171,-70.658431,-33.395222,-70.5945,1368.8
-33.509171,-70.658431,-33.442085,-70.624108,961.1
-33.509171,-70.658431,-33.406608,-70.538289,1695.5
-33.509171,-70.658431,-33.468889,-70.536268,1326.1
-33.509171,-70.658431,-33.316346,-70.568629,2487.8
-33.509171,-70.658431,-33.509594,-70.618326,491.8
-33.509171,-70.658431,-33.51621,-70.64817,278.3
-33.509171,-70.658431,-33.432181,-70.623623,1029.5
-33.507306,-70.657139,-33.5325329703107,-70.75363902386597,1059.1
-33.507306,-70.657139,-33.375031,-70.573129,1437.1
-33.507306,-70.657139,-33.512889,-70.663583,152.1
-33.507306,-70.657139,-33.384694,-70.575,1478.4
-33.507306,-70.657139,-33.509171,-70.658431,125.5
-33.507306,-70.657139,-33.507306,-70.657139,0.0
-33.507306,-70.657139,-33.430361,-70.576361,1219.7
-33.507306,-70.657139,-33.390248,-70.528427,1613.4
-33.507306,-70.657139,-33.376639,-70.514639,1701.3
-33.507306,-70.657139,-33.378332,-70.51873,1708.7
-33.507306,-70.657139,-33.384389,-70.526278,1623.5
-33.507306,-70.657139,-33.413528,-70.595528,1252.8
-33.507306,-70.657139,-33.457086,-70.576128,899.0
-33.507306,-70.657139,-33.435158,-70.61393,1065.4
-33.507306,-70.657139,-33.598844,-70.609996,1047.2
-33.507306,-70.657139,-33.410083,-70.563444,1368.2
-33.507306,-70.657139,-33.45431,-70.578176,964.2
-33.507306,-70.657139,-33.415194,-70.593361,1263.8
-33.507306,-70.657139,-33.512382,-70.627946,285.5
-33.507306,-70.657139,-33.409102,-70.54063,1499.2
-33.507306,-70.657139,-33.463687,-70.576311,921.6
-33.507306,-70.657139,-33.405694,-70.538639,1602.0
-33.507306,-70.657139,-33.409528,-70.538806,1530.3
-33.507306,-70.657139,-33.423333,-70.563806,1287.6
-33.507306,-70.657139,-33.379062,-70.556117,1500.5
-33.507306,-70.657139,-33.3139,-70.5727,2364.8
-33.507306,-70.657139,-33.497385,-70.524781,1195.1
-33.507306,-70.657139,-33.392611,-70.543111,1527.7
-33.507306,-70.657139,-33.4664,-70.6169,613.4
-33.507306,-70.657139,-33.491546,-70.644944,240.9
-33.507306,-70.657139,-33.417222,-70.564306,1350.4
-33.507306,-70.657139,-33.384972,-70.574306,1444.3
-33.507306,-70.657139,-33.39082,-70.579412,1411.3
-33.507306,-70.657139,-33.440333,-70.580361,1113.4
-33.507306,-70.657139,-33.413565,-70.530028,1557.1
-33.507306,-70.657139,-33.414287,-70.594886,1230.6
-33.507306,-70.657139,-33.435896,-70.608052,994.6
-33.507306,-70.657139,-33.508428,-70.663867,151.6
-33.507306,-70.657139,-33.384889,-70.57425,1443.3
-33.507306,-70.657139,-33.4175,-70.586333,1292.0
-33.507306,-70.657139,-33.376694,-70.520472,1829.2
-33.507306,-70.657139,-33.395222,-70.5945,1336.8
-33.507306,-70.657139,-33.442085,-70.624108,874.8
-33.507306,-70.657139,-33.406608,-70.538289,1583.7
-33.507306,-70.657139,-33.468889,-70.536268,1214.3
-33.507306,-70.657139,-33.316346,-70.568629,2455.8
-33.507306,-70.657139,-33.509594,-70.618326,408.9
-33.507306,-70.657139,-33.51621,-70.64817,195.4
-33.507306,-70.657139,-33.432181,-70.623623,949.3
-33.430361,-70.576361,-33.5325329703107,-70.75363902386597,1795.4
-33.430361,-70.576361,-33.375031,-70.573129,735.4
-33.430361,-70.576361,-33.512889,-70.663583,1246.3
-33.430361,-70.576361,-33.384694,-70.575,633.2
-33.430361,-70.576361,-33.509171,-70.658431,1241.8
-33.430361,-70.576361,-33.507306,-70.657139,1227.8
-33.430361,-70.576361,-33.430361,-70.576361,0.0
-33.430361,-70.576361,-33.390248,-70.528427,761.5
-33.430361,-70.576361,-33.376639,-70.514639,880.1
-33.430361,-70.576361,-33.378332,-70.51873,856.8
-33.430361,-70.576361,-33.384389,-70.526278,771.6
-33.430361,-70.576361,-33.413528,-70.595528,399.3
-33.430361,-70.576361,-33.457086,-70.576128,390.4
-33.430361,-70.576361,-33.435158,-70.61393,456.3
-33.430361,-70.576361,-33.598844,-70.609996,1430.4
-33.430361,-70.576361,-33.410083,-70.563444,409.3
-33.430361,-70.576361,-33.45431,-70.578176,354.4
-33.430361,-70.576361,-33.415194,-70.593361,380.8
-33.430361,-70.576361,-33.512382,-70.627946,1133.4
-33.430361,-70.576361,-33.409102,-70.54063,532.8
-33.430361,-70.576361,-33.463687,-70.576311,531.7
-33.430361,-70.576361,-33.405694,-70.538639,635.6
-33.430361,-70.576361,-33.409528,-70.538806,563.9
-33.430361,-70.576361,-33.423333,-70.563806,274.4
-33.430361,-70.576361,-33.379062,-70.556117,688.6
-33.430361,-70.576361,-33.3139,-70.5727,1652.8
-33.430361,-70.576361,-33.497385,-70.524781,1068.8
-33.430361,-70.576361,-33.392611,-70.543111,664.0
-33.430361,-70.576361,-33.4664,-70.6169,748.4
-33.430361,-70.576361,-33.491546,-70.644944,1078.7
-33.430361,-70.576361,-33.417222,-70.564306,337.2
-33.430361,-70.576361,-33.384972,-70.574306,592.5
-33.430361,-70.576361,-33.39082,-70.579412,512.9
-33.430361,-70.576361,-33.440333,-70.580361,212.0
-33.430361,-70.576361,-33.413565,-70.530028,590.7
-33.430361,-70.576361,-33.414287,-70.594886,371.5
-33.430361,-70.576361,-33.435896,-70.608052,323.2
-33.430361,-70.576361,-33.508428,-70.663867,1194.9
-33.430361,-70.576361,-33.384889,-70.57425,593.5
-33.430361,-70.576361,-33.4175,-70.586333,250.0
-33.430361,-70.576361,-33.376694,-70.520472,1008.0
-33.430361,-70.576361,-33.395222,-70.5945,467.1
-33.430361,-70.576361,-33.442085,-70.624108,421.8
-33.430361,-70.576361,-33.406608,-70.538289,617.3
-33.430361,-70.576361,-33.468889,-70.536268,718.0
-33.430361,-70.576361,-33.316346,-70.568629,1743.8
-33.430361,-70.576361,-33.509594,-70.618326,1087.9
-33.430361,-70.576361,-33.51621,-70.64817,1306.2
-33.430361,-70.576361,-33.432181,-70.623623,511.1
-33.390248,-70.528427,-33.5325329703107,-70.75363902386597,2232.8
-33.390248,-70.528427,-33.375031,-70.573129,486.5
-33.390248,-70.528427,-33.512889,-70.663583,1646.0
-33.390248,-70.528427,-33.384694,-70.575,538.5
-33.390248,-70.528427,-33.509171,-70.658431,1641.5
-33.390248,-70.528427,-33.507306,-70.657139,1627.5
-33.390248,-70.528427,-33.430361,-70.576361,786.3
-33.390248,-70.528427,-33.390248,-70.528427,0.0
-33.390248,-70.528427,-33.376639,-70.514639,300.9
-33.390248,-70.528427,-33.378332,-70.51873,250.8
-33.390248,-70.528427,-33.384389,-70.526278,165.6
-33.390248,-70.528427,-33.413528,-70.595528,725.4
-33.390248,-70.528427,-33.457086,-70.576128,976.1
-33.390248,-70.528427,-33.435158,-70.61393,983.4
-33.390248,-70.528427,-33.598844,-70.609996,1971.9
-33.390248,-70.528427,-33.410083,-70.563444,480.7
-33.390248,-70.528427,-33.45431,-70.578176,946.0
-33.390248,-70.528427,-33.415194,-70.593361,716.3
-33.390248,-70.528427,-33.512382,-70.627946,1674.9
-33.390248,-70.528427,-33.409102,-70.54063,283.6
-33.390248,-70.528427,-33.463687,-70.576311,1073.2
-33.390248,-70.528427,-33.405694,-70.538639,282.5
-33.390248,-70.528427,-33.409528,-70.538806,282.9
-33.390248,-70.528427,-33.423333,-70.563806,617.7
-33.390248,-70.528427,-33.379062,-70.556117,322.1
-33.390248,-70.528427,-33.3139,-70.5727,1108.7
-33.390248,-70.528427,-33.497385,-70.524781,1157.5
-33.390248,-70.528427,-33.392611,-70.543111,154.9
-33.390248,-70.528427,-33.4664,-70.6169,1328.6
-33.390248,-70.528427,-33.491546,-70.644944,1517.2
-33.390248,-70.528427,-33.417222,-70.564306,538.9
-33.390248,-70.528427,-33.384972,-70.574306,501.0
-33.390248,-70.528427,-33.39082,-70.579412,509.2
-33.390248,-70.528427,-33.440333,-70.580361,871.1
-33.390248,-70.528427,-33.413565,-70.530028,308.9
-33.390248,-70.528427,-33.414287,-70.594886,704.4
-33.390248,-70.528427,-33.435896,-70.608052,907.4
-33.390248,-70.528427,-33.508428,-70.663867,1594.6
-33.390248,-70.528427,-33.384889,-70.57425,502.0
-33.390248,-70.528427,-33.4175,-70.586333,644.2
-33.390248,-70.528427,-33.376694,-70.520472,474.8
-33.390248,-70.528427,-33.395222,-70.5945,639.0
-33.390248,-70.528427,-33.442085,-70.624108,955.3
-33.390248,-70.528427,-33.406608,-70.538289,294.0
-33.390248,-70.528427,-33.468889,-70.536268,847.4
-33.390248,-70.528427,-33.316346,-70.568629,1199.7
-33.390248,-70.528427,-33.509594,-70.618326,1629.4
-33.390248,-70.528427,-33.51621,-70.64817,1758.2
-33.390248,-70.528427,-33.432181,-70.623623,867.8
-33.376639,-70.514639,-33.5325329703107,-70.75363902386597,2282.9
-33.376639,-70.514639,-33.375031,-70.573129,468.9
-33.376639,-70.514639,-33.512889,-70.663583,1696.1
-33.376639,-70.514639,-33.384694,-70.575,532.0
-33.376639,-70.514639,-33.509171,-70.658431,1691.6
-33.376639,-70.514639,-33.507306,-70.657139,1677.6
-33.376639,-70.514639,-33.430361,-70.576361,937.8
-33.376639,-70.514639,-33.390248,-70.528427,242.7
-33.376639,-70.514639,-33.376639,-70.514639,0.0
-33.376639,-70.514639,-33.378332,-70.51873,50.2
-33.376639,-70.514639,-33.384389,-70.526278,168.6
-33.376639,-70.514639,-33.413528,-70.595528,839.1
-33.376639,-70.514639,-33.457086,-70.576128,1134.8
-33.376639,-70.514639,-33.435158,-70.61393,1040.3
-33.376639,-70.514639,-33.598844,-70.609996,2131.3
-33.376639,-70.514639,-33.410083,-70.563444,624.9
-33.376639,-70.514639,-33.45431,-70.578176,1098.8
-33.376639,-70.514639,-33.415194,-70.593361,850.1
-33.376639,-70.514639,-33.512382,-70.627946,1789.3
-33.376639,-70.514639,-33.409102,-70.54063,508.1
-33.376639,-70.514639,-33.463687,-70.576311,1232.6
-33.376639,-70.514639,-33.405694,-70.538639,511.6
-33.376639,-70.514639,-33.409528,-70.538806,507.4
-33.376639,-70.514639,-33.423333,-70.563806,761.9
-33.376639,-70.514639,-33.379062,-70.556117,455.0
-33.376639,-70.514639,-33.3139,-70.5727,981.8
-33.376639,-70.514639,-33.497385,-70.524781,1382.0
-33.376639,-70.514639,-33.392611,-70.543111,357.8
-33.376639,-70.514639,-33.4664,-70.6169,1378.7
-33.376639,-70.514639,-33.491546,-70.644944,1567.3
-33.376639,-70.514639,-33.417222,-70.564306,683.1
-33.376639,-70.514639,-33.384972,-70.574306,497.9
-33.376639,-70.514639,-33.39082,-70.579412,574.1
-33.376639,-70.514639,-33.440333,-70.580361,974.7
-33.376639,-70.514639,-33.413565,-70.530028,538.0
-33.376639,-70.514639,-33.414287,-70.594886,816.9
-33.376639,-70.514639,-33.435896,-70.608052,964.3
-33.376639,-70.514639,-33.508428,-70.663867,1644.7
-33.376639,-70.514639,-33.384889,-70.57425,496.9
-33.376639,-70.514639,-33.4175,-70.586333,782.5
-33.376639,-70.514639,-33.376694,-70.520472,195.3
-33.376639,-70.514639,-33.395222,-70.5945,688.3
-33.376639,-70.514639,-33.442085,-70.624108,1005.4
-33.376639,-70.514639,-33.406608,-70.538289,523.1
-33.376639,-70.514639,-33.468889,-70.536268,1071.9
-33.376639,-70.514639,-33.316346,-70.568629,1072.8
-33.376639,-70.514639,-33.509594,-70.618326,1788.8
-33.376639,-70.514639,-33.51621,-70.64817,1808.3
-33.376639,-70.514639,-33.432181,-70.623623,917.9
-33.378332,-70.51873,-33.5325329703107,-70.75363902386597,2290.8
-33.378332,-70.51873,-33.375031,-70.573129,497.6
-33.378332,-70.51873,-33.512889,-70.663583,1704.0
-33.378332,-70.51873,-33.384694,-70.575,560.7
-33.378332,-70.51873,-33.509171,-70.658431,1699.5
-33.378332,-70.51873,-33.507306,-70.657139,1685.5
-33.378332,-70.51873,-33.430361,-70.576361,892.2
-33.378332,-70.51873,-33.390248,-70.528427,204.0
-33.378332,-70.51873,-33.376639,-70.514639,50.1
-33.378332,-70.51873,-33.378332,-70.51873,0.0
-33.378332,-70.51873,-33.384389,-70.526278,118.4
-33.378332,-70.51873,-33.413528,-70.595528,838.0
-33.378332,-70.51873,-33.457086,-70.576128,1089.2
-33.378332,-70.51873,-33.435158,-70.61393,1041.4
-33.378332,-70.51873,-33.598844,-70.609996,2085.7
-33.378332,-70.51873,-33.410083,-70.563444,579.3
-33.378332,-70.51873,-33.45431,-70.578176,1053.2
-33.378332,-70.51873,-33.415194,-70.593361,830.8
-33.378332,-70.51873,-33.512382,-70.627946,1788.7
-33.378332,-70.51873,-33.409102,-70.54063,457.9
-33.378332,-70.51873,-33.463687,-70.576311,1187.0
-33.378332,-70.51873,-33.405694,-70.538639,464.3
-33.378332,-70.51873,-33.409528,-70.538806,457.2
-33.378332,-70.51873,-33.423333,-70.563806,716.3
-33.378332,-70.51873,-33.379062,-70.556117,409.4
-33.378332,-70.51873,-33.3139,-70.5727,1010.5
-33.378332,-70.51873,-33.497385,-70.524781,1331.8
-33.378332,-70.51873,-33.392611,-70.543111,307.6
-33.378332,-70.51873,-33.4664,-70.6169,1386.6
-33.378332,-70.51873,-33.491546,-70.644944,1575.2
-33.378332,-70.51873,-33.417222,-70.564306,637.5
-33.378332,-70.51873,-33.384972,-70.574306,526.6
-33.378332,-70.51873,-33.39082,-70.579412,583.4
-33.378332,-70.51873,-33.440333,-70.580361,929.1
-33.378332,-70.51873,-33.413565,-70.530028,495.7
-33.378332,-70.51873,-33.414287,-70.594886,815.8
-33.378332,-70.51873,-33.435896,-70.608052,965.4
